0.000000 1.984977 -0.300000 1.984977 -0.300000 
0.250000 1.841550 -0.278323 1.841550 -0.278323 
0.500000 1.708486 -0.258212 1.708486 -0.258212 
0.750000 1.585037 -0.239555 1.585037 -0.239555 
1.000000 1.470507 -0.222245 1.470507 -0.222245 
1.250000 1.364254 -0.206187 1.364254 -0.206187 
1.500000 1.265678 -0.191288 1.265678 -0.191288 
1.750000 1.174224 -0.177467 1.174224 -0.177467 
2.000000 1.089379 -0.164643 1.089379 -0.164643 
2.250000 1.010664 -0.152747 1.010664 -0.152747 
2.500000 0.937637 -0.141710 0.937637 -0.141710 
2.750000 0.869887 -0.131470 0.869887 -0.131470 
3.000000 0.807032 -0.121971 0.807032 -0.121971 
3.250000 0.748718 -0.113158 0.748718 -0.113158 
3.500000 0.694619 -0.104981 0.694619 -0.104981 
3.750000 0.644428 -0.097396 0.644428 -0.097396 
4.000000 0.597864 -0.090358 0.597864 -0.090358 
4.250000 0.554664 -0.083829 0.554664 -0.083829 
4.500000 0.514586 -0.077772 0.514586 -0.077772 
4.750000 0.477404 -0.072153 0.477404 -0.072153 
5.000000 0.442908 -0.066939 0.442908 -0.066939 
5.250000 0.410905 -0.062102 0.410905 -0.062102 
5.500000 0.381215 -0.057615 0.381215 -0.057615 
5.750000 0.353669 -0.053452 0.353669 -0.053452 
6.000000 0.328115 -0.049590 0.328115 -0.049590 
6.250000 0.304406 -0.046006 0.304406 -0.046006 
6.500000 0.282411 -0.042682 0.282411 -0.042682 
6.750000 0.262005 -0.039598 0.262005 -0.039598 
7.000000 0.243073 -0.036737 0.243073 -0.036737 
7.250000 0.225510 -0.034082 0.225510 -0.034082 
7.500000 0.209215 -0.031620 0.209215 -0.031620 
7.750000 0.194098 -0.029335 0.194098 -0.029335 
8.000000 0.180073 -0.027215 0.180073 -0.027215 
8.250000 0.167062 -0.025249 0.167062 -0.025249 
8.500000 0.154990 -0.023424 0.154990 -0.023424 
8.750000 0.143791 -0.021732 0.143791 -0.021732 
9.000000 0.133401 -0.020162 0.133401 -0.020162 
9.250000 0.123762 -0.018705 0.123762 -0.018705 
9.500000 0.114820 -0.017353 0.114820 -0.017353 
9.750000 0.106523 -0.016099 0.106523 -0.016099 
10.000000 0.098826 -0.014936 0.098826 -0.014936 
10.250000 0.091685 -0.013857 0.091685 -0.013857 
10.500000 0.085061 -0.012856 0.085061 -0.012856 
10.750000 0.078914 -0.011927 0.078914 -0.011927 
11.000000 0.073212 -0.011065 0.073212 -0.011065 
11.250000 0.067922 -0.010265 0.067922 -0.010265 
11.500000 0.063014 -0.009524 0.063014 -0.009524 
11.750000 0.058461 -0.008836 0.058461 -0.008836 
