0.000000 2.000000 0.000000
0.050000 1.994966 0.100119
0.100000 1.989178 0.221602
0.150000 29645.831698 3981.706192
0.200000 4212099468902463.000000 920026415274422.250000
0.250000 1922387106658581210477874535989248.000000 388076622603901827560781513752576.000000
0.300000 476781705511164100389032795279197125759190239127573364736.000000 506300065571680031296326796420889832665807274643805962240.000000
0.350000 -3217950054412396093967523964987375822094290103813573758108237676774738932641193709797376.000000 -4724197281175602155222397494704994436928279021020319918862751477715766955138927502032896.000000
0.400000 136430334120466217116634203656579584612409077259230720694317895021251656350140616818120819027211638388102954266578142718066688.000000 75684868054395589094860802961884767732550512626569184337556408625298904001667771787929790180941913646600846576850778795802624.000000
0.450000 364699134194861225335430724250795521171249594491095934281334702266980272948802066759770751973452098520029757070540734647185132985035907753249882990984213032761838010368.000000 859125079022314458617799664357876110993335297061261583441995431203084548956578487684939586921399455132417614410782264753502430521798774581053187358364321211776954793984.000000
0.500000 -81751365159072245514794665501954270072257069574908849532341200916812656317055246475850538240183576200726956897774988878315984928770241583768769533935312528796541246945447721929974722501744160882764435993162415591129088.000000 -70469497087974888524426097727575944271884331762608760361538553505635265563947657477959602277469638040363018949636042982183943734952069597731665236878992633953569892408236892210824415288097335241979335251713237815656448.000000
0.550000 -1327387824391810745663726919579232064462431921915935626650447058027847215174422516251986168525494967024458221429711707087066210658634458562938774011790210469744952673063930077301204396042258676897493699392344979922853925766586383509892058386769877423271626558241363378307072.000000 312745584744407576962139469973287871628269397238942641851217457748250223369961985603537596440320570992684844495191949235454425748775742979281966207773515528798814656750188269190117491405217154103265727392641878079939133575499593672579353735559554354967649949567869557669888.000000
0.600000 nan nan
0.650000 nan nan
0.700000 nan nan
0.750000 nan nan
0.800000 nan nan
0.850000 nan nan
0.900000 nan nan
0.950000 nan nan
1.000000 nan nan
1.050000 nan nan
1.100000 nan nan
1.150000 nan nan
1.200000 nan nan
1.250000 nan nan
1.300000 nan nan
1.350000 nan nan
1.400000 nan nan
1.450000 nan nan
1.500000 nan nan
1.550000 nan nan
1.600000 nan nan
1.650000 nan nan
1.700000 nan nan
1.750000 nan nan
1.800000 nan nan
1.850000 nan nan
1.900000 nan nan
1.950000 nan nan
2.000000 nan nan
2.050000 nan nan
2.100000 nan nan
2.150000 nan nan
2.200000 nan nan
2.250000 nan nan
2.300000 nan nan
2.350000 nan nan
2.400000 nan nan
2.450000 nan nan
2.500000 nan nan
2.550000 nan nan
2.600000 nan nan
2.650000 nan nan
2.700000 nan nan
2.750000 nan nan
2.800000 nan nan
2.850000 nan nan
2.900000 nan nan
2.950000 nan nan
3.000000 nan nan
3.050000 nan nan
3.100000 nan nan
3.150000 nan nan
3.200000 nan nan
3.250000 nan nan
3.300000 nan nan
3.350000 nan nan
3.400000 nan nan
3.450000 nan nan
3.500000 nan nan
3.550000 nan nan
3.600000 nan nan
3.650000 nan nan
3.700000 nan nan
3.750000 nan nan
3.800000 nan nan
3.850000 nan nan
3.900000 nan nan
3.950000 nan nan
4.000000 nan nan
4.050000 nan nan
4.100000 nan nan
4.150000 nan nan
4.200000 nan nan
4.250000 nan nan
4.300000 nan nan
4.350000 nan nan
4.400000 nan nan
4.450000 nan nan
4.500000 nan nan
4.550000 nan nan
4.600000 nan nan
4.650000 nan nan
4.700000 nan nan
4.750000 nan nan
4.800000 nan nan
4.850000 nan nan
4.900000 nan nan
4.950000 nan nan
5.000000 nan nan
5.050000 nan nan
5.100000 nan nan
5.150000 nan nan
5.200000 nan nan
5.250000 nan nan
5.300000 nan nan
5.350000 nan nan
5.400000 nan nan
5.450000 nan nan
5.500000 nan nan
5.550000 nan nan
5.600000 nan nan
5.650000 nan nan
5.700000 nan nan
5.750000 nan nan
5.800000 nan nan
5.850000 nan nan
5.900000 nan nan
5.950000 nan nan
6.000000 nan nan
6.050000 nan nan
6.100000 nan nan
6.150000 nan nan
6.200000 nan nan
6.250000 nan nan
6.300000 nan nan
